season,player,link,tm,mp
1996,Chris Webber,/players/w/webbech01.html,WSB,558
1996,Jeff Webster,/players/w/webstje01.html,WSB,58.3
1996,Bill Wennington,/players/w/wennibi01.html,CHI,1065
1996,Robert Werdann,/players/w/werdaro01.html,NJN,93.60000000000001
1996,David Wesley,/players/w/wesleda01.html,BOS,2107.4
1996,Doug West,/players/w/westdo01.html,MIN,1642.5
1996,Mark West,/players/w/westma01.html,DET,681.5
1996,Dwayne Whitfield,/players/w/whitfdw01.html,TOR,122.4
1996,Chris Whitney,/players/w/whitnch01.html,WSB,336
1996,Gerald Wilkins,/players/w/wilkige01.html,VAN,739.1999999999999
1996,Buck Williams,/players/w/willibu01.html,POR,1673
1996,Eric Williams,/players/w/willier01.html,BOS,1472
1996,Herb Williams,/players/w/willihe01.html,TOR,31
1996,Herb Williams,/players/w/willihe01.html,NYK,541.8
1996,Hot Rod Williams,/players/w/williho01.html,PHO,1649.2
1996,Jayson Williams,/players/w/willija01.html,NJN,1856
1996,Lorenzo Williams,/players/w/willilo01.html,DAL,1807
1996,Micheal Williams,/players/w/willimi02.html,MIN,189
1996,Monty Williams,/players/w/willimo01.html,NYK,61.60000000000001
1996,Monty Williams,/players/w/willimo01.html,SAS,122.4
1996,Reggie Williams,/players/w/willire01.html,DEN,816.4
1996,Scott Williams,/players/w/willisc01.html,PHI,192.4
1996,Walt Williams,/players/w/williwa02.html,SAC,1381.5
1996,Walt Williams,/players/w/williwa02.html,MIA,786.8000000000001
1996,Corliss Williamson,/players/w/willico02.html,SAC,609.5
1996,Kevin Willis,/players/w/willike02.html,MIA,1358.3
1996,Kevin Willis,/players/w/willike02.html,GSW,778.4
1996,Trevor Wilson,/players/w/wilsotr01.html,PHI,79.19999999999999
1996,David Wingate,/players/w/wingada01.html,SEA,696
1996,Dontonio Wingfield,/players/w/wingfdo01.html,POR,488.4
1996,Joe Wolf,/players/w/wolfjo01.html,CHH,18
1996,Joe Wolf,/players/w/wolfjo01.html,ORL,1045.8000000000002
1996,David Wood,/players/w/woodda01.html,GSW,96.6
1996,David Wood,/players/w/woodda01.html,PHO,34
1996,David Wood,/players/w/woodda01.html,DAL,643.8
1996,Randy Woods,/players/w/woodsra01.html,DEN,72
1996,Haywoode Workman,/players/w/workmha01.html,IND,1162.7
1996,Sharone Wright,/players/w/wrighsh01.html,PHI,1136.2
1996,Sharone Wright,/players/w/wrighsh01.html,TOR,298.1
1996,George Zídek,/players/z/zidekge01.html,CHH,887.5
1997,Mahmoud Abdul-Rauf,/players/a/abdulma02.html,SAC,2130
1997,Shareef Abdur-Rahim,/players/a/abdursh01.html,VAN,2800
1997,Rafael Addison,/players/a/addisra01.html,CHH,356.7
1997,Cory Alexander,/players/a/alexaco01.html,SAS,1456
1997,Jerome Allen,/players/a/allenje01.html,IND,693.6
1997,Jerome Allen,/players/a/allenje01.html,DEN,250
1997,Ray Allen*,NA,MIL,2533.7999999999997
1997,Derrick Alston,/players/a/alstode01.html,ATL,11
1997,Ashraf Amaya,/players/a/amayaas01.html,WSB,142.6
1997,Greg Anderson,/players/a/andergr01.html,SAS,1656.3999999999999
1997,Kenny Anderson,/players/a/anderke01.html,POR,3083.2000000000003
1997,Nick Anderson,/players/a/anderni01.html,ORL,2160.8999999999996
1997,Shandon Anderson,/players/a/andersh01.html,UTA,1066
1997,Willie Anderson,/players/a/anderwi01.html,MIA,302.40000000000003
1997,Greg Anthony,/players/a/anthogr01.html,VAN,1865.5
1997,B.J. Armstrong,/players/a/armstbj01.html,GSW,1019.2
1997,Darrell Armstrong,/players/a/armstda01.html,ORL,1011.6999999999999
1997,Vincent Askew,/players/a/askewvi01.html,NJN,7
1997,Vincent Askew,/players/a/askewvi01.html,IND,820
1997,Vincent Askew,/players/a/askewvi01.html,DEN,9
1997,Keith Askins,/players/a/askinke01.html,MIA,1770.6
1997,Stacey Augmon,/players/a/augmost01.html,DET,292
1997,Stacey Augmon,/players/a/augmost01.html,POR,652
1997,Isaac Austin,/players/a/austiis01.html,MIA,1877.8
1997,Vin Baker,/players/b/bakervi01.html,MIL,3159
1997,Charles Barkley*,NA,HOU,2008.6999999999998
1997,Dana Barros,/players/b/barroda01.html,BOS,708
1997,Brent Barry,/players/b/barrybr01.html,LAC,1091.5
1997,Jon Barry,/players/b/barryjo01.html,ATL,962.8000000000001
1997,Benoit Benjamin,/players/b/benjabe01.html,TOR,44
1997,Elmer Bennett,/players/b/benneel01.html,HOU,16
1997,Elmer Bennett,/players/b/benneel01.html,DEN,59
1997,Travis Best,/players/b/besttr01.html,IND,2067.2
1997,Mookie Blaylock,/players/b/blaylmo01.html,ATL,3057.6000000000004
1997,Corie Blount,/players/b/blounco01.html,LAL,1009.1999999999999
1997,Muggsy Bogues,/players/b/boguemu01.html,CHH,1878.5
1997,Dexter Boney,/players/b/boneyde01.html,PHO,48
1997,Melvin Booker,/players/b/bookeme01.html,DEN,21
1997,Melvin Booker,/players/b/bookeme01.html,GSW,409.6
1997,Bruce Bowen,/players/b/bowenbr01.html,MIA,1
1997,Donnie Boyce,/players/b/boycedo01.html,ATL,154
1997,Shawn Bradley,/players/b/bradlsh01.html,NJN,1228
1997,Shawn Bradley,/players/b/bradlsh01.html,DAL,1059.3
1997,Mark Bradtke,/players/b/bradtma01.html,PHI,252
1997,Terrell Brandon,/players/b/brandte01.html,CLE,2870.3999999999996
1997,Frank Brickowski,/players/b/brickfr01.html,BOS,255
1997,Scott Brooks,/players/b/brooksc01.html,NYK,250.79999999999998
1997,Chucky Brown,/players/b/brownch01.html,PHO,83
1997,Chucky Brown,/players/b/brownch01.html,MIL,672
1997,Dee Brown,/players/b/brownde01.html,BOS,522.9
1997,Marcus Brown,/players/b/brownma01.html,POR,184.8
1997,Mike Brown,/players/b/brownmi01.html,PHO,82.80000000000001
1997,P.J. Brown,/players/b/brownpj01.html,MIA,2592
1997,Randy Brown,/players/b/brownra02.html,CHI,1058.3999999999999
1997,Kobe Bryant,/players/b/bryanko01.html,LAL,1100.5
1997,Mark Bryant,/players/b/bryanma01.html,PHO,1016.8000000000001
1997,Jud Buechler,/players/b/buechju01.html,CHI,706.8000000000001
1997,Matt Bullard,/players/b/bullama01.html,HOU,1022.4
1997,Scott Burrell,/players/b/burresc01.html,CHH,481.59999999999997
1997,Scott Burrell,/players/b/burresc01.html,GSW,458.20000000000005
1997,Willie Burton,/players/b/burtowi01.html,ATL,379.20000000000005
1997,Mitchell Butler,/players/b/butlemi02.html,POR,465.5
1997,Jason Caffey,/players/c/caffeja01.html,CHI,1402.5
1997,Michael Cage,/players/c/cagemi01.html,PHI,1246.3999999999999
1997,Adrian Caldwell,/players/c/caldwad01.html,NJN,203.4
1997,Adrian Caldwell,/players/c/caldwad01.html,PHI,364.5
1997,Marcus Camby,/players/c/cambyma01.html,TOR,1896.3000000000002
1997,Elden Campbell,/players/c/campbel01.html,LAL,2517.9
1997,Antoine Carr,/players/c/carran01.html,UTA,1459.6000000000001
1997,Chris Carr,/players/c/carrch01.html,MIN,830.5
1997,Jimmy Carruth,/players/c/carruji01.html,MIL,21.2
1997,Sam Cassell,/players/c/cassesa01.html,PHO,539
1997,Sam Cassell,/players/c/cassesa01.html,DAL,398.4
1997,Sam Cassell,/players/c/cassesa01.html,NJN,777.4
1997,Duane Causwell,/players/c/causwdu01.html,SAC,579.6
1997,Cedric Ceballos,/players/c/cebalce01.html,LAL,279.2
1997,Cedric Ceballos,/players/c/cebalce01.html,PHO,1146.6000000000001
1997,Tom Chambers,/players/c/chambto01.html,CHH,82.80000000000001
1997,Rex Chapman,/players/c/chapmre01.html,PHO,1833
1997,Calbert Cheaney,/players/c/cheanca01.html,WSB,2409.5
1997,Pete Chilcutt,/players/c/chilcpe01.html,VAN,664.2
1997,Randolph Childress,/players/c/childra01.html,POR,125.39999999999999
1997,Randolph Childress,/players/c/childra01.html,DET,30
1997,Chris Childs,/players/c/childch01.html,NYK,2073.5
1997,Doug Christie,/players/c/chrisdo01.html,TOR,3126.6
1997,Derrick Coleman,/players/c/colemde01.html,PHI,2103.2999999999997
1997,Bimbo Coles,/players/c/colesbi01.html,GSW,1183.2
1997,Marty Conlon,/players/c/conloma01.html,BOS,1613.2
1997,Tyrone Corbin,/players/c/corbity01.html,ATL,2303
1997,Joe Courtney,/players/c/courtjo01.html,PHI,52
1997,Joe Courtney,/players/c/courtjo01.html,SAS,48
1997,John Crotty,/players/c/crottjo01.html,MIA,657.5999999999999
1997,Terry Cummings,/players/c/cummite01.html,SEA,827.9999999999999
1997,Earl Cureton,/players/c/curetea01.html,TOR,45.9
1997,Dell Curry,/players/c/curryde01.html,CHH,2080.8
1997,Michael Curry,/players/c/currymi01.html,DET,1215
1997,Erick Dampier,/players/d/dampier01.html,IND,1051.2
1997,Lloyd Daniels,/players/d/daniell01.html,SAC,28
1997,Lloyd Daniels,/players/d/daniell01.html,NJN,282.20000000000005
1997,Sasha Danilović,/players/d/danilsa01.html,MIA,1350.2
1997,Sasha Danilović,/players/d/danilsa01.html,DAL,438.1
1997,Yinka Dare,/players/d/dareyi01.html,NJN,311.59999999999997
1997,Antonio Davis,/players/d/davisan01.html,IND,2337
1997,Ben Davis,/players/d/davisbe01.html,PHO,98
1997,Dale Davis,/players/d/davisda01.html,IND,2592
1997,Emanual Davis,/players/d/davisem01.html,HOU,230.1
1997,Hubert Davis,/players/d/davishu01.html,TOR,622.8000000000001
1997,Mark Davis,/players/d/davisma02.html,PHI,1702.5
1997,Todd Day,/players/d/dayto01.html,BOS,2276.1
1997,Andrew DeClercq,/players/d/declean01.html,GSW,1065
1997,Terry Dehere,/players/d/deherte01.html,LAC,1051.2
1997,Vinny Del Negro,/players/d/delnevi01.html,SAS,2246.4
1997,Bison Dele,/players/d/delebi01.html,CHI,137.70000000000002
1997,Tony Delk,/players/d/delkto01.html,CHH,866.1999999999999
1997,Dell Demps,/players/d/dempsde01.html,ORL,10
1997,Vlade Divac*,NA,CHH,2843.1
1997,Sherman Douglas,/players/d/douglsh01.html,MIL,2314.7000000000003
1997,Greg Dreiling,/players/d/dreilgr01.html,DAL,388
1997,Clyde Drexler*,NA,HOU,2269.2000000000003
1997,Nate Driggers,/players/d/driggna01.html,BOS,132
1997,Kevin Duckworth,/players/d/duckwke01.html,LAC,384.8
1997,Chris Dudley,/players/d/dudlech02.html,POR,1838.7
1997,Joe Dumars*,NA,DET,2923
1997,Tony Dumas,/players/d/dumasto01.html,DAL,226.79999999999998
1997,Tony Dumas,/players/d/dumasto01.html,PHO,51
1997,Acie Earl,/players/e/earlac01.html,TOR,456
1997,Acie Earl,/players/e/earlac01.html,MIL,43.199999999999996
1997,Tyus Edney,/players/e/edneyty01.html,SAC,1379
1997,Blue Edwards,/players/e/edwarbl01.html,VAN,1439.6000000000001
1997,Kevin Edwards,/players/e/edwarke01.html,NJN,476.8
1997,Craig Ehlo,/players/e/ehlocr01.html,SEA,849.4
1997,Howard Eisley,/players/e/eisleho01.html,UTA,1082.3999999999999
1997,Mario Elie,/players/e/eliema01.html,HOU,2683.2
1997,Sean Elliott,/players/e/elliose01.html,SAS,1392.3000000000002
1997,Dale Ellis,/players/e/ellisda01.html,DEN,2943.7999999999997
1997,LaPhonso Ellis,/players/e/ellisla01.html,DEN,2002
1997,Pervis Ellison,/players/e/ellispe01.html,BOS,124.80000000000001
1997,Brian Evans,/players/e/evansbr01.html,ORL,58.800000000000004
1997,Patrick Ewing*,NA,NYK,2886
1997,Jamie Feick,/players/f/feickja01.html,CHH,9.899999999999999
1997,Jamie Feick,/players/f/feickja01.html,SAS,615.6
1997,Duane Ferrell,/players/f/ferredu01.html,IND,1116
1997,Danny Ferry,/players/f/ferryda01.html,CLE,2632.2000000000003
1997,Michael Finley,/players/f/finlemi01.html,PHO,796.5
1997,Michael Finley,/players/f/finlemi01.html,DAL,1993.6000000000001
1997,Matt Fish,/players/f/fishma01.html,WSB,7
1997,Matt Fish,/players/f/fishma01.html,MIA,1
1997,Derek Fisher,/players/f/fishede01.html,LAL,920
1997,Greg Foster,/players/f/fostegr01.html,UTA,916.4
1997,Rick Fox,/players/f/foxri01.html,BOS,2652.4
1997,Todd Fuller,/players/f/fulleto02.html,GSW,952.5
1997,Kevin Gamble,/players/g/gamblke01.html,SAC,954.8000000000001
1997,Kevin Garnett,/players/g/garneke01.html,MIN,2995.2999999999997
1997,Dean Garrett,/players/g/garrede01.html,MIN,1666
1997,Chris Gatling,/players/g/gatlich01.html,DAL,1192.4
1997,Chris Gatling,/players/g/gatlich01.html,NJN,92.1
1997,Reggie Geary,/players/g/gearyre01.html,CLE,245.7
1997,Matt Geiger,/players/g/geigema01.html,CHH,1043.7
1997,Kendall Gill,/players/g/gillke01.html,NJN,3198
1997,Armen Gilliam,/players/g/gilliar01.html,MIL,2048
1997,Anthony Goldwire,/players/g/goldwan01.html,CHH,577.5
1997,Anthony Goldwire,/players/g/goldwan01.html,DEN,612.9
1997,Greg Graham,/players/g/grahagr01.html,SEA,196
1997,Brian Grant,/players/g/grantbr01.html,SAC,607.2
1997,Gary Grant,/players/g/grantga01.html,MIA,364
1997,Harvey Grant,/players/g/grantha01.html,WSB,1606.8000000000002
1997,Horace Grant,/players/g/grantho01.html,ORL,2499.1
1997,Devin Gray,/players/g/grayde01.html,SAC,24.900000000000002
1997,Devin Gray,/players/g/grayde01.html,SAS,24
1997,Evric Gray,/players/g/grayev01.html,NJN,42
1997,Jeff Grayer,/players/g/grayeje01.html,SAC,315
1997,A.C. Green,/players/g/greenac01.html,PHO,548.1
1997,A.C. Green,/players/g/greenac01.html,DAL,1943.2000000000003
1997,Litterial Green,/players/g/greenli01.html,DET,310.5
1997,Tom Gugliotta,/players/g/guglito01.html,MIN,3134.7000000000003
1997,Jack Haley,/players/h/haleyja01.html,NJN,74
1997,Darvin Ham,/players/h/hamda01.html,DEN,311.5
1997,Darvin Ham,/players/h/hamda01.html,IND,5
1997,Steve Hamer,/players/h/hamerst01.html,BOS,269.5
1997,Tom Hammonds,/players/h/hammoto01.html,DEN,1757.7
1997,Darrin Hancock,/players/h/hancoda01.html,MIL,38.699999999999996
1997,Darrin Hancock,/players/h/hancoda01.html,ATL,85.39999999999999
1997,Darrin Hancock,/players/h/hancoda01.html,SAS,8
1997,Anfernee Hardaway,/players/h/hardaan01.html,ORL,2218.4
1997,Tim Hardaway,/players/h/hardati01.html,MIA,3134.7000000000003
1997,Derek Harper,/players/h/harpede01.html,DAL,2212.5
1997,Ron Harper,/players/h/harpero01.html,CHI,1740.3999999999999
1997,Othella Harrington,/players/h/harriot01.html,HOU,860.6999999999999
1997,Lucious Harris,/players/h/harrilu01.html,PHI,815.4
1997,Antonio Harvey,/players/h/harvean01.html,SEA,25.799999999999997
1997,Hersey Hawkins,/players/h/hawkihe01.html,SEA,2755.2000000000003
1997,Michael Hawkins,/players/h/hawkimi01.html,BOS,324.79999999999995
1997,Shane Heal,/players/h/healsh01.html,MIN,236.5
1997,Alan Henderson,/players/h/hendeal01.html,ATL,501
1997,Mark Hendrickson,/players/h/hendrma01.html,PHI,301.6
1997,Carl Herrera,/players/h/herreca01.html,SAS,1837.5
1997,Grant Hill*,NA,DET,3144
1997,Tyrone Hill,/players/h/hillty01.html,CLE,2582.6
1997,Fred Hoiberg,/players/h/hoibefr01.html,IND,573.4
1997,Jeff Hornacek,/players/h/hornaje01.html,UTA,2591.2000000000003
1997,Robert Horry,/players/h/horryro01.html,PHO,720
1997,Robert Horry,/players/h/horryro01.html,LAL,675.4
1997,Allan Houston,/players/h/houstal01.html,NYK,2681.1
1997,Juwan Howard,/players/h/howarju01.html,WSB,3321
1997,Stephen Howard,/players/h/howarst01.html,SAS,69.3
1997,Stephen Howard,/players/h/howarst01.html,UTA,348.6
1997,Lindsey Hunter,/players/h/hunteli01.html,DET,3025.7999999999997
1997,Bobby Hurley,/players/h/hurlebo01.html,SAC,632.1
1997,Allen Iverson*,NA,PHI,3047.6
1997,Jaren Jackson,/players/j/jacksja01.html,WSB,1132.5
1997,Jim Jackson,/players/j/jacksji01.html,DAL,1674.3999999999999
1997,Jim Jackson,/players/j/jacksji01.html,NJN,1156.3
1997,Mark Jackson,/players/j/jacksma01.html,DEN,2002
1997,Mark Jackson,/players/j/jacksma01.html,IND,1053
1997,Henry James,/players/j/jameshe01.html,ATL,943.4000000000001
1997,Chris Jent,/players/j/jentch01.html,NYK,9.899999999999999
1997,Avery Johnson,/players/j/johnsav01.html,SAS,2470
1997,Eddie Johnson,/players/j/johnsed03.html,IND,305.2
1997,Eddie Johnson,/players/j/johnsed03.html,HOU,607.2
1997,Ervin Johnson,/players/j/johnser02.html,DEN,2599.4
1997,Kevin Johnson,/players/j/johnske02.html,PHO,2660
1997,Larry Johnson,/players/j/johnsla02.html,NYK,2614.4
1997,Charles Jones,/players/j/jonesch01.html,HOU,93.6
1997,Eddie Jones,/players/j/jonesed02.html,LAL,3000
1997,Popeye Jones,/players/j/jonespo01.html,TOR,2417.4
1997,Michael Jordan*,NA,CHI,3107.7999999999997
1997,Reggie Jordan,/players/j/jordare01.html,POR,99
1997,Reggie Jordan,/players/j/jordare01.html,MIN,31
1997,Adam Keefe,/players/k/keefead01.html,UTA,917.6
1997,Shawn Kemp,/players/k/kempsh01.html,SEA,2754
1997,Tim Kempton,/players/k/kemptti01.html,SAS,59
1997,Steve Kerr,/players/k/kerrst01.html,CHI,1861.3999999999999
1997,Jerome Kersey,/players/k/kerseje01.html,LAL,1764
1997,Jason Kidd*,NA,DAL,792
1997,Jason Kidd*,NA,PHO,1171.5
1997,Frankie King,/players/k/kingfr01.html,PHI,58.800000000000004
1997,Jimmy King,/players/k/kingji02.html,DEN,22
1997,Stacey King,/players/k/kingst01.html,BOS,33
1997,Stacey King,/players/k/kingst01.html,DAL,70.19999999999999
1997,Kerry Kittles,/players/k/kittlke01.html,NJN,3009.4
1997,Joe Kleine,/players/k/kleinjo01.html,PHO,365.7
1997,Joe Kleine,/players/k/kleinjo01.html,LAL,30.4
1997,Joe Kleine,/players/k/kleinjo01.html,NJN,453.59999999999997
1997,Travis Knight,/players/k/knightr01.html,LAL,1157.3
1997,Larry Krystkowiak,/players/k/krystla01.html,LAL,11.100000000000001
1997,Toni Kukoč,/players/k/kukocto01.html,CHI,1607.3999999999999
1997,Christian Laettner,/players/l/laettch01.html,ATL,3140.6
1997,Andrew Lang,/players/l/langan01.html,MIL,1196
1997,Antonio Lang,/players/l/langan02.html,CLE,844.8
1997,Priest Lauderdale,/players/l/laudepr01.html,ATL,178.5
1997,Eric Leckner,/players/l/leckner01.html,CHH,11
1997,Eric Leckner,/players/l/leckner01.html,VAN,115.89999999999999
1997,Tim Legler,/players/l/legleti01.html,WSB,181.5
1997,Voshon Lenard,/players/l/lenarvo01.html,MIA,2109.7
1997,Martin Lewis,/players/l/lewisma01.html,TOR,50.4
1997,Alton Lister,/players/l/listeal01.html,BOS,514.0999999999999
1997,Randy Livingston,/players/l/livinra01.html,HOU,979.2
1997,Horacio Llamas Grey,/players/l/llamaho01.html,PHO,102
1997,Brad Lohaus,/players/l/lohaubr01.html,TOR,45
1997,Grant Long,/players/l/longgr01.html,DET,1163.5
1997,John Long,/players/l/longjo01.html,TOR,371.2
1997,Luc Longley,/players/l/longllu01.html,CHI,1469.1
1997,George Lynch,/players/l/lynchge01.html,VAN,1057.8
1997,Sam Mack,/players/m/macksa01.html,HOU,904.8
1997,Don MacLean,/players/m/macledo01.html,PHI,732.6
1997,Rick Mahorn,/players/m/mahorri01.html,DET,217.8
1997,Dan Majerle,/players/m/majerda01.html,MIA,1263.6000000000001
1997,Karl Malone*,NA,UTA,3001.2000000000003
1997,Matt Maloney,/players/m/malonma01.html,HOU,2386.2000000000003
1997,Danny Manning,/players/m/mannida01.html,PHO,2132.9
1997,Rich Manning,/players/m/manniri01.html,VAN,128
1997,Rich Manning,/players/m/manniri01.html,LAC,73
1997,Stephon Marbury,/players/m/marbust01.html,MIN,2324.9
1997,Šarūnas Marčiulionis*,NA,DEN,255
1997,Donny Marshall,/players/m/marshdo02.html,CLE,548.8000000000001
1997,Donyell Marshall,/players/m/marshdo01.html,GSW,1024.8
1997,Cuonzo Martin,/players/m/marticu01.html,MIL,12.899999999999999
1997,Darrick Martin,/players/m/martida01.html,LAC,1820.3999999999999
1997,Jamal Mashburn,/players/m/mashbja01.html,DAL,976.8
1997,Jamal Mashburn,/players/m/mashbja01.html,MIA,1190.4
1997,Anthony Mason,/players/m/masonan01.html,CHH,3146.3
1997,Tony Massenburg,/players/m/masseto01.html,NJN,1951.3
1997,Vernon Maxwell,/players/m/maxweve01.html,SAS,2066.4
1997,Lee Mayberry,/players/m/maybele01.html,VAN,1952
1997,Walter McCarty,/players/m/mccarwa01.html,NYK,192.5
1997,Amal McCaskill,/players/m/mccasam01.html,ORL,108.80000000000001
1997,George McCloud,/players/m/mccloge01.html,DAL,1205.3999999999999
1997,George McCloud,/players/m/mccloge01.html,LAL,285.2
1997,Xavier McDaniel,/players/m/mcdanxa01.html,NJN,1171.8
1997,Antonio McDyess,/players/m/mcdyean01.html,DEN,2567.8
1997,Jim McIlvaine,/players/m/mcilvji01.html,SEA,1476
1997,Jeff McInnis,/players/m/mcinnje01.html,DEN,117
1997,Derrick McKey,/players/m/mckeyde01.html,IND,1450
1997,Aaron McKie,/players/m/mckieaa01.html,POR,774.9
1997,Aaron McKie,/players/m/mckieaa01.html,DET,848.4
1997,Nate McMillan,/players/m/mcmilna01.html,SEA,799.2
1997,Loren Meyer,/players/m/meyerlo01.html,DAL,258.4
1997,Loren Meyer,/players/m/meyerlo01.html,PHO,448
1997,Anthony Miller,/players/m/millean01.html,ATL,14
1997,Oliver Miller,/players/m/milleol01.html,DAL,835.8
1997,Oliver Miller,/players/m/milleol01.html,TOR,315.40000000000003
1997,Reggie Miller*,NA,IND,2964.6
1997,Chris Mills,/players/m/millsch01.html,CLE,3168
1997,Terry Mills,/players/m/millste01.html,DET,1998.7
1997,Greg Minor,/players/m/minorgr01.html,BOS,547.4
1997,Sam Mitchell,/players/m/mitchsa01.html,MIN,2041.8
1997,Eric Mobley,/players/m/mobleer01.html,VAN,308
1997,Eric Montross,/players/m/montrer01.html,DAL,982.3
1997,Eric Montross,/players/m/montrer01.html,NJN,843.1999999999999
1997,Tracy Moore,/players/m/mooretr01.html,HOU,237.60000000000002
1997,Chris Morris,/players/m/morrich01.html,UTA,978.2
1997,Lawrence Moten,/players/m/motenla01.html,VAN,1212.7
1997,Alonzo Mourning*,NA,MIA,2323.2000000000003
1997,Chris Mullin*,NA,GSW,2733.4
1997,Eric Murdock,/players/m/murdoer01.html,DEN,114
1997,Gheorghe Mureșan,/players/m/muresgh01.html,WSB,1846.9
1997,Lamond Murray,/players/m/murrala01.html,LAC,1295
1997,Tracy Murray,/players/m/murratr01.html,WSB,1812.2
1997,Dikembe Mutombo*,NA,ATL,2976
1997,Martin Müürsepp,/players/m/muursma01.html,MIA,27
1997,Martin Müürsepp,/players/m/muursma01.html,DAL,320
1997,Steve Nash*,NA,PHO,682.5
1997,Ruben Nembhard,/players/n/nembhru01.html,UTA,94.4
1997,Ruben Nembhard,/players/n/nembhru01.html,POR,19
1997,Ivano Newbill,/players/n/newbiiv01.html,ATL,849.6
1997,Johnny Newman,/players/n/newmajo01.html,MIL,2058.2000000000003
1997,Gaylon Nickerson,/players/n/nickega01.html,SAS,36
1997,Gaylon Nickerson,/players/n/nickega01.html,WSB,6
1997,Ken Norman,/players/n/normake01.html,ATL,219.3
1997,Moochie Norris,/players/n/norrimo01.html,VAN,88.8
1997,Ed O'Bannon,/players/o/obanned01.html,NJN,634.5
1997,Ed O'Bannon,/players/o/obanned01.html,DAL,174.79999999999998
1997,Jermaine O'Neal,/players/o/onealje01.html,POR,458.99999999999994
1997,Shaquille O'Neal*,NA,LAL,1943.1000000000001
1997,Charles Oakley,/players/o/oaklech01.html,NYK,2872
1997,Hakeem Olajuwon*,NA,HOU,2854.8
1997,Jimmy Oliver,/players/o/oliveji01.html,TOR,43.2
1997,Greg Ostertag,/players/o/ostergr01.html,UTA,1817.2
1997,Bo Outlaw,/players/o/outlabo01.html,LAC,2197.6
1997,Doug Overton,/players/o/overtdo01.html,PHI,634.4
1997,Billy Owens,/players/o/owensbi01.html,SAC,1993.2
1997,Ray Owes,/players/o/owesra01.html,GSW,592.8000000000001
1997,Robert Pack,/players/p/packro01.html,NJN,1186.6
1997,Robert Pack,/players/p/packro01.html,DAL,598
1997,Robert Parish*,NA,CHI,404.2
1997,Cherokee Parks,/players/p/parksch02.html,MIN,957.6
1997,Gary Payton*,NA,SEA,3214.4
1997,Anthony Peeler,/players/p/peelean01.html,VAN,2289.6
1997,Will Perdue,/players/p/perduwi01.html,SAS,1917.5
1997,Sam Perkins,/players/p/perkisa01.html,SEA,1976.3999999999999
1997,Elliot Perry,/players/p/perryel01.html,MIL,1599
1997,Wesley Person,/players/p/persowe01.html,PHO,2328
1997,Bobby Phills,/players/p/phillbo01.html,CLE,2373.6
1997,Eric Piatkowski,/players/p/piatker01.html,LAC,747.5
1997,Ricky Pierce,/players/p/piercri01.html,DEN,600.6
1997,Ricky Pierce,/players/p/piercri01.html,CHH,650.7
1997,Ed Pinckney,/players/p/pincked01.html,MIA,272.7
1997,Scottie Pippen*,NA,CHI,3091.4
1997,Olden Polynice,/players/p/polynol01.html,SAC,2894.6
1997,Terry Porter,/players/p/portete01.html,MIN,1566.2
1997,Vitaly Potapenko,/players/p/potapvi01.html,CLE,1240
1997,Brent Price,/players/p/pricebr01.html,HOU,390
1997,Mark Price,/players/p/pricema01.html,GSW,1876
1997,Theo Ratliff,/players/r/ratlith01.html,DET,1292
1997,Dino Rađa*,NA,BOS,875
1997,Eldridge Recasner,/players/r/recasel01.html,ATL,1207
1997,Bryant Reeves,/players/r/reevebr01.html,VAN,2775
1997,Khalid Reeves,/players/r/reevekh01.html,NJN,1050
1997,Khalid Reeves,/players/r/reevekh01.html,DAL,383.5
1997,Don Reid,/players/r/reiddo01.html,DET,460.6
1997,Shawn Respert,/players/r/respesh01.html,MIL,82.60000000000001
1997,Shawn Respert,/players/r/respesh01.html,TOR,413.1
1997,Glen Rice,/players/r/ricegl01.html,CHH,3365.4
1997,Pooh Richardson,/players/r/richapo01.html,LAC,1067.9
1997,Mitch Richmond*,NA,SAC,3126.6
1997,Isaiah Rider,/players/r/rideris01.html,POR,2561.2000000000003
1997,Fred Roberts,/players/r/roberfr01.html,DAL,39.599999999999994
1997,Stanley Roberts,/players/r/roberst01.html,LAC,378
1997,Chris Robinson,/players/r/robinch01.html,VAN,680.6
1997,Clifford Robinson,/players/r/robincl02.html,POR,3078
1997,David Robinson*,NA,SAS,147
1997,Glenn Robinson,/players/r/robingl01.html,MIL,3112
1997,James Robinson,/players/r/robinja02.html,MIN,1311
1997,Rumeal Robinson,/players/r/robinru01.html,LAL,126
1997,Rumeal Robinson,/players/r/robinru01.html,PHO,87.6
1997,Rumeal Robinson,/players/r/robinru01.html,POR,294.3
1997,Dennis Rodman*,NA,CHI,1947
1997,Lou Roe,/players/r/roelo01.html,GSW,107.1
1997,Carlos Rogers,/players/r/rogerca01.html,TOR,1394.3999999999999
1997,Rodney Rogers,/players/r/rogerro01.html,LAC,2478.6
1997,Roy Rogers,/players/r/rogerro02.html,VAN,1845
1997,Sean Rooks,/players/r/rooksse01.html,LAL,738.3
1997,Jalen Rose,/players/r/roseja01.html,IND,1188
1997,Malik Rose,/players/r/rosema01.html,CHH,523.8
1997,Donald Royal,/players/r/royaldo01.html,ORL,29
1997,Donald Royal,/players/r/royaldo01.html,GSW,507.59999999999997
1997,Donald Royal,/players/r/royaldo01.html,CHH,320
1997,Clifford Rozier,/players/r/roziecl01.html,GSW,5
